Original Affiliation,Canonical Affiliation,Cluster ID
"Center for Photonics Innovation, Arizona State University, Tempe, 85287, AZ, United States, School for Engineering of Matter, Transport and Energy, Arizona State University, Tempe, 85287, AZ, United States","Center for Photonics Innovation, Arizona State University, Tempe, 85287, AZ, United States, School for Engineering of Matter, Transport and Energy, Arizona State University, Tempe, 85287, AZ, United States",3634
"Center for Pulsed Power and Power Electronics, Department and Electrical and Computer Engineering, Texas Tech University, Lubbock, TX, United States","Center for Pulsed Power and Power Electronics, Department of Electrical and Computer Engineering, Texas Tech University, Lubbock, TX, United States",3635
"Center for Pulsed Power and Power Electronics, Department of Electrical and Computer Engineering, Texas Tech University, Lubbock, TX, United States","Center for Pulsed Power and Power Electronics, Department of Electrical and Computer Engineering, Texas Tech University, Lubbock, TX, United States",3635
"Center for Quantized Electronic Structures (QUEST), University of California, Santa Barbara, CA 93106, United States","Center for Quantized Electronic Structures (QUEST), University of California, Santa Barbara, CA 93106, United States",3636
"Centro Nacional de Microelectrónica (IMB-CNM, CSIC), Barcelona, Spain","Centro Nacional de Microelectrónica (IMB-CNM, CSIC), Barcelona, Spain",3637
"CLASSE, Cornell University, Ithaca, NY 14853, United States","CLASSE, Cornell University, Ithaca, NY 14853, United States",3638
"College of Chemistry and Material Sciences, Key Laboratory of the Ministry of Education for Advanced Catalysis Materials, Zhejiang Normal University, Jinhua, 321004, China","College of Chemistry and Material Sciences, Key Laboratory of the Ministry of Education for Advanced Catalysis Materials, Zhejiang Normal University, Jinhua, 321004, China",3639
"College of Engineering, Swansea University, Bay Campus, Swansea, SA1 8EN, United Kingdom","College of Engineering, Swansea University, Bay Campus, Swansea, SA1 8EN, United Kingdom",3640
"College of Forestry and Landscape Architecture, Key Laboratory of Energy Plants Resource and Utilization, Ministry of Agriculture, South China Agricultural University, Guangzhou, 510642, China, College of Materials and Energy, South China Agricultural University, Guangzhou, 510642, China","College of Forestry and Landscape Architecture, Key Laboratory of Energy Plants Resource and Utilization, Ministry of Agriculture, South China Agricultural University, Guangzhou, 510642, China, College of Materials and Energy, South China Agricultural University, Guangzhou, 510642, China",3641
"College of Life Science and Technology, Central South University of Forestry and Technology, Changsha, 410004, China","College of Life Science and Technology, Central South University of Forestry and Technology, Changsha, 410004, China",3642
"College of Materials Science and Engineering, Hunan University, Changsha, 410082, China","College of Materials Science and Engineering, Hunan University, Changsha, 410082, China",3643
"College of Physics and Optoelectronics, Taiyuan University of Technology, Taiyuan, 030024, China","College of Physics and Optoelectronics, Taiyuan University of Technology, Taiyuan, 030024, China",3644
"College of William and Mary, Williamsburg, VA 23185, United States","College of William and Mary, Williamsburg, VA 23185, United States",3645
"Columbia Univ, New York, United States","Columbia Univ, New York, United States",3646
"CombiMatrix Corporation, Mukilteo, WA, United States","CombiMatrix Corporation, Mukilteo, WA, United States",3647
"Corning Incorporated, SP-PR-02-3, Corning, NY 14831, United States","Corning Incorporated, SP-PR-02-3, Corning, NY 14831, United States",3648
"Corporate Research, Taiwan Semiconductor Manufacturing Company, Hsinchu, Taiwan","Corporate Research, Taiwan Semiconductor Manufacturing Company, Hsinchu, Taiwan",3649
"Corporate Research, TSMC, Hsinchu, Taiwan","Corporate Research, TSMC, Hsinchu, Taiwan",3650
"Crawford Hill Laboratory, Bell Laboratories, Holmdel, NJ 07733, United States","Crawford Hill Laboratory, Bell Laboratories, Holmdel, NJ 07733, United States",3651
"Crawford Hill Laboratory, AT and T Bell Laboratories, Holmdel, NJ, 07733, United States","Crawford Hill Laboratory, Bell Laboratories, Holmdel, NJ 07733, United States",3651
"CREOL, College of Optics and Photonics, University of Central Florida, 4304 Scorpius Street, Orlando, 32816, FL, United States","CREOL, College of Optics and Photonics, University of Central Florida, 4304 Scorpius Street, Orlando, 32816, FL, United States",3652
"CRISMAT, CNRS, Normandie Univ, ENSICAEN, UNICAEN, Caen, 14000, France","CRISMAT, CNRS, Normandie Univ, ENSICAEN, UNICAEN, Caen, 14000, France",3653
"Ctr. Compd. Semiconduct. Technol., Sandia National Laboratories, Albuquerque, NM 87185, United States","Ctr. Compd. Semiconduct. Technol., Sandia National Laboratories, Albuquerque, NM 87185, United States",3654
"Ctr. for Compd. Semiconduct. M., Dept. of Mat. Sci. and Engineering, Univ. Illinois at Urbana-Champaign, Urbana, IL 61801, United States","Ctr. for Compd. Semiconduct. M., Dept. of Mat. Sci. and Engineering, Univ. Illinois at Urbana-Champaign, Urbana, IL 61801, United States",3655
"Ctr. for Solid Stt. Electronics Res., Dept. Elec. Eng., Arizona Stt. Univ., Tempe, AZ 85287-6206, United States","Ctr. for Solid Stt. Electronics Res., Dept. Elec. Eng., Arizona Stt. Univ., Tempe, AZ 85287-6206, United States",3656
"Department of Applied Physics, University of Tokyo, Tokyo 113, Japan","Department of Applied Physics, University of Tokyo, Tokyo 113, Japan",3657
"Department of Applied Physics, University of Tokyo, Bunkyo-ku, Tokyo 113-8656, 7-3-1 Hongo, Japan","Department of Applied Physics, University of Tokyo, Bunkyo-ku, Tokyo 113-8656, 7-3-1 Hongo, Japan",3658
"Department of Biomedical Engineering, Duke University, Durham, NC 27708, United States","Department of Biomedical Engineering, Duke University, Durham, NC 27708, United States",3659
"Department of Chemical and Biological Engineering, Hanbat National University, 125 Dongseo-daero, Yuseong-gu, Daejeon, 34158, South Korea","Department of Chemical and Biological Engineering, Hanbat National University, 125 Dongseo-daero, Yuseong-gu, Daejeon, 34158, South Korea",3660
"Department of Chemical and Biomolecular Engineering, Clarkson University, Potsdam, NY, United States","Department of Chemical and Biomolecular Engineering, Clarkson University, Potsdam, NY, United States",3661
"Department of Chemical Engineering, Oregon State University, Corvallis, OR 97331, United States","Department of Chemical Engineering, Oregon State University, Corvallis, OR 97331, United States",3662
"Department of Chemical Engineering, University of Michigan, Ann Arbor, 48109, MI, United States, Catalysis Science and Technology Institute, University of Michigan, Ann Arbor, 48109, MI, United States","Department of Chemical Engineering, University of Michigan, Ann Arbor, 48109, MI, United States, Catalysis Science and Technology Institute, University of Michigan, Ann Arbor, 48109, MI, United States",3663
"Department of Chemical Engineering, Widener University, Chester, 19013, PA, United States","Department of Chemical Engineering, Widener University, Chester, 19013, PA, United States",3664
"Department of Chemical Physics, Weizmann Institute of Science, Rehovot, 76100, Israel","Department of Chemical Physics, Weizmann Institute of Science, Rehovot, 76100, Israel",3665
"Department of Chemical and Biological Physics, Weizmann Institute of Science, Rehovot, 76100, Israel","Department of Chemical Physics, Weizmann Institute of Science, Rehovot, 76100, Israel",3665
"Department of Chemistry and Biochemistry, North Carolina Central University, Durham, 27707, NC, United States","Department of Chemistry and Biochemistry, North Carolina Central University, Durham, 27707, NC, United States",3666
"Department of Chemistry and Biochemistry, University of California, 1156 High Street, Santa Cruz, 96064, CA, United States","Department of Chemistry and Biochemistry, University of California, 1156 High Street, Santa Cruz, 96064, CA, United States",3667
"Department of Chemistry and Chemical Biology, University of New Mexico, Albuquerque, 87131, NM, United States","Department of Chemistry and Chemical Biology, University of New Mexico, Albuquerque, 87131, NM, United States",3668
"Department of Chemistry and Materials Science and Engineering Program, University of California - Riverside, Riverside, 92521, CA, United States","Department of Chemistry, Materials Science and Engineering Program, University of California - Riverside, Riverside, 92521, CA, United States",3669
"Department of Chemistry and Material Science and Engineering Program, University of California, Riverside, Riverside, 92521, CA, United States","Department of Chemistry, Materials Science and Engineering Program, University of California - Riverside, Riverside, 92521, CA, United States",3669
"Department of Chemistry, Materials Science and Engineering Program, University of California - Riverside, Riverside, 92521, CA, United States","Department of Chemistry, Materials Science and Engineering Program, University of California - Riverside, Riverside, 92521, CA, United States",3669
"Department of Chemistry and Physics, Coastal Carolina University, Conway, SC 29528, United States","Department of Chemistry and Physics, Coastal Carolina University, Conway, SC 29528, United States",3670
"Department of Chemistry, Beijing Normal University, Beijing City, China","Department of Chemistry, Beijing Normal University, Beijing City, China",3671
"Department of Chemistry, Emory University, Atlanta, GA 30322, 1515 Dickey Drive NE, United States","Department of Chemistry, Emory University, Atlanta, GA 30322, 1515 Dickey Drive, United States",3672
"Department of Chemistry, Emory University, Atlanta, GA 30322, 1515 Dickey Drive, United States","Department of Chemistry, Emory University, Atlanta, GA 30322, 1515 Dickey Drive, United States",3672
"Department of Chemistry, Franklin & Marshall College, Lancaster, 17604, PA, United States","Department of Chemistry, Franklin & Marshall College, Lancaster, 17604, PA, United States",3673
"Department of Chemistry, Haverford College, 370 Lancaster Avenue, Haverford, 19041, PA, United States","Department of Chemistry, Haverford College, 370 Lancaster Avenue, Haverford, 19041, PA, United States",3674
"Department of Chemistry, Rutgers, the State University of New Jersey, New Brunswick, NJ 08903, United States","Department of Chemistry, Rutgers, the State University of New Jersey, New Brunswick, NJ 08903, United States",3675
"Department of Chemistry, University of Illinois at Chicago, Chicago, IL 60607-7061, 845 West Taylor Street, United States","Department of Chemistry, University of Illinois at Chicago, Chicago, IL 60607-7061, 845 West Taylor Street, United States",3676
"Department of Chemistry, University of Tennessee, Knoxville, TN 37996, United States","Department of Physics, University of Tennessee, Knoxville, TN 37996, United States",3677
"Department of Physics, University of Tennessee, Knoxville, TN 37996, United States","Department of Physics, University of Tennessee, Knoxville, TN 37996, United States",3677
"Department of Chemistry, University of Waterloo, Waterloo, Ont. N2L 3G1, Canada","Department of Chemistry, University of Waterloo, Waterloo, Ont. N2L 3G1, Canada",3678
"Department of Civil and Environmental Engineering, Clarkson University, Potsdam, 13699, NY, United States","Department of Civil and Environmental Engineering, Clarkson University, Potsdam, 13699, NY, United States",3679
"Department of Computer Science and Engineering, University of South Florida, Tampa, FL, United States","Department of Computer Science and Engineering, University of South Florida, Tampa, FL, United States",3680
"Department of Condensed-Matter Physics, Faculty of Science, University of Cadiz, Puerto Real, 11510, Spain","Department of Condensed-Matter Physics, Faculty of Science, University of Cadiz, Puerto Real, 11510, Spain",3681
"Department of Electrical and Computer Engineering and Computer Science, University of Cincinnati, Cincinnati, 45221-0030, OH, United States","Department of Electrical Engineering and Computer Science, University of Cincinnati, Cincinnati, 45221, OH, United States",3682
"Department of Electrical Engineering and Computer Science, University of Cincinnati, Cincinnati, 45221, OH, United States","Department of Electrical Engineering and Computer Science, University of Cincinnati, Cincinnati, 45221, OH, United States",3682
"Department of Electrical and Computer Engineering, Penn State Behrend, Erie, 16563, PA, United States","Department of Electrical and Computer Engineering, Penn State Behrend, Erie, 16563, PA, United States",3683
"Department of Electrical and Computer Engineering, North Dakota State University, Fargo, ND, United States","Department of Electrical and Computer Engineering, North Dakota State University, Fargo, ND, United States",3684
"Department of Electrical and Computer Engineering, University of Tennessee, Knoxville, TN 37996-2100, United States","Department of Electrical and Computer Engineering, University of Tennessee, Knoxville, TN 37996-2100, United States",3685
"Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, N2L 3G1, ON, Canada","Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, N2L 3G1, ON, Canada",3686
"Department of Electrical Engineering, Center for Photonic Technology, University of Southern California, Los Angeles, CA 90089-0483, United States","Department of Electrical Engineering, Center for Photonic Technology, University of Southern California, Los Angeles, CA 90089-0483, United States",3687
"Department of Electrical Engineering, Graduate Institute of Electronic Engineering, National Taiwan University, Taipei, 10617, Taiwan, National Nano Device Laboratories, Hsinchu, 30077, Taiwan","Department of Electrical Engineering, Graduate Institute of Electronic Engineering, National Taiwan University, Taipei, 10617, Taiwan, National Nano Device Laboratories, Hsinchu, 30077, Taiwan",3688
"Department of Electrical Engineering, National Cheng-Kung University, Tainan, Taiwan","Department of Electrical Engineering, National Cheng-Kung University, Tainan, Taiwan",3689
"Department of Electrical Engineering, Rensselaer Polytechnic Institute, Troy, NY 12180, United States","Department of Electrical Engineering, Rensselaer Polytechnic Institute, Troy, NY 12180, United States",3690
"Department of Electrical Engineering, Univ. of California at Riverside, Riverside, CA 92521, United States","Department of Electrical Engineering, Univ. of California at Riverside, Riverside, CA 92521, United States",3691
"Department of Electrical Engineering, University at Buffalo, 332 Bonner Hall, Buffalo, NY 14260, United States","Department of Electrical Engineering, University at Buffalo, 332 Bonner Hall, Buffalo, NY 14260, United States",3692
"Department of Electrical, Computer Engineering University of Notre Dame, Notre Dame, IN 46556, United States","Department of Electrical, Computer Engineering University of Notre Dame, Notre Dame, IN 46556, United States",3693
"Department of Energy, Environmental and Chemical Engineering, Washington University in St. Louis, St. Louis, 63130, MO, United States","Department of Energy, Environmental and Chemical Engineering, Washington University in St. Louis, St. Louis, 63130, MO, United States",3694
"Department of Engineering, Norfolk State University, Norfolk, 23504, VA, United States","Department of Engineering, Norfolk State University, Norfolk, 23504, VA, United States",3695
"Department of Macromolecular Science and Engineering, Case Western Reserve University, Cleveland, 44106-7202, OH, United States","Department of Macromolecular Science and Engineering, Case Western Reserve University, Cleveland, 44106-7202, OH, United States",3696
"Department of Materials and Nano Physics, KTH Royal Institute of Technology, Electrum 229, Kista, 16440, Sweden","Department of Materials and Nano Physics, KTH Royal Institute of Technology, Electrum 229, Kista, 16440, Sweden",3697
"Department of Materials Science and Chemical Engineering, University of Minnesota, Minneapolis, MN 55455, United States","Department of Materials Science and Chemical Engineering, University of Minnesota, Minneapolis, MN 55455, United States",3698
"Department of Materials Science and Chemical Engineering, University of Minnesota, Minneapolis, 55455, MN, United States","Department of Materials Science and Chemical Engineering, University of Minnesota, Minneapolis, MN 55455, United States",3698
"Department of Materials Science and Engineering and Inter-University Semiconductor Research Center, Seoul National University, Gwanak-ro 1, Daehagdong, Gwanak-gu, Seoul, 08826, South Korea","Department of Materials Science and Engineering and Inter-University Semiconductor Research Center, Seoul National University, Gwanak-ro 1, Daehagdong, Gwanak-gu, Seoul, 08826, South Korea",3699
"Department of Materials Science and Engineering, Cornell University, Ithaca, 14853, NY, United States, School of Electrical and Computer Engineering, Cornell University, Ithaca, 14853, NY, United States, Kavli Institute, Cornell for Nanoscale Science, Cornell University, Ithaca, 14853, NY, United States","Department of Materials Science and Engineering, Cornell University, Ithaca, 14853, NY, United States, School of Electrical and Computer Engineering, Cornell University, Ithaca, 14853, NY, United States, Kavli Institute, Cornell for Nanoscale Science, Cornell University, Ithaca, 14853, NY, United States",3700
"Department of Materials Science and Engineering, Dong-A University, Busan, 49315, South Korea","Department of Materials Science and Engineering, Dong-A University, Busan, 49315, South Korea",3701
"Department of Materials Science and Engineering, National Chiao Tung University, Taiwan","Department of Materials Science and Engineering, National Chiao Tung University, Taiwan",3702
"Department of Materials Science and Engineering, University of California Davis, Davis, 95616, CA, United States","Department of Materials Science and Engineering, University of California, Davis, 95616, CA, United States",3703
"Department of Materials Science and Engineering, University of California, Davis, Davis, 95616, CA, United States","Department of Materials Science and Engineering, University of California, Davis, 95616, CA, United States",3703
"Department of Materials Science and Engineering, University of California, Davis, 95616, CA, United States","Department of Materials Science and Engineering, University of California, Davis, 95616, CA, United States",3703
"Department of Materials Science and Engineering, University of California, Irvine, Irvine, 92697, CA, United States","Department of Materials Science and Engineering, University of California, Davis, 95616, CA, United States",3703
"Department of Materials Science and Engineering, University of Wisconsin-Madison, Madison, WI 53706, 1509 University Avenue, United States","Department of Materials Science and Engineering, University of Wisconsin-Madison, Madison, WI 53706, 1509 University Avenue, United States",3704
"Department of Materials Science and Engineering, University of Maryland, College Park, 20742, MD, United States, Maryland Energy Innovation Institute, College Park, 20742, MD, United States","Department of Materials Science and Engineering, University of Maryland, College Park, 20742, MD, United States, Maryland Energy Innovation Institute, College Park, 20742, MD, United States",3705
"Department of Materials Science and Engineering, University of California, Los Angeles, Los Angeles, 90095, CA, United States, California NanoSystems Institute, University of California, Los Angeles, Los Angeles, 90095, CA, United States","Department of Materials Science and Engineering, University of California, Los Angeles, Los Angeles, 90095, CA, United States, California NanoSystems Institute, University of California, Los Angeles, Los Angeles, 90095, CA, United States",3706
"Department of Materials Science, Chiba University, Chiba 263, 1-33 Yayoi-cho, Inage-ku, Japan","Department of Materials Science, Chiba University, Chiba, 236-8522, 1-33 Yayoi, Inage, Japan",3707
"Department of Materials Science, Chiba University, Chiba, 236-8522, 1-33 Yayoi, Inage, Japan","Department of Materials Science, Chiba University, Chiba, 236-8522, 1-33 Yayoi, Inage, Japan",3707
"Department of Mechanical Engineering, School of Engineering, University of Tokyo, Tokyo, 113-8656, Japan","Department of Mechanical Engineering, School of Engineering, University of Tokyo, Tokyo, 113-8656, Japan",3708
"Department of Mechanical Science and Engineering, University of Illinois, Urbana, 61801, IL, United States","Department of Mechanical Science and Engineering, University of Illinois, Urbana, 61801, IL, United States",3709
"Department of Mechanical, Industrial and Systems Engineering, University of Rhode Island, Kingston, 02881, RI, United States","Department of Mechanical, Industrial and Systems Engineering, University of Rhode Island, Kingston, 02881, RI, United States",3710
"Department of Nanoengineering, Joint School of Nanoscience and Nanoengineering, North Carolina A&T State University, Greensboro, 27401, NC, United States","Department of Nanoengineering, Joint School of Nanoscience and Nanoengineering, North Carolina A&T State University, Greensboro, 27401, NC, United States",3711
"Department of Nanoengineering, Joint School of Nanoscience and Nanoengineering, North Carolina A&T State University, Greensboro, 27411, NC, United States","Department of Nanoengineering, Joint School of Nanoscience and Nanoengineering, North Carolina A&T State University, Greensboro, 27401, NC, United States",3711
"Department of Nonproliferation and National Security, Brookhaven National Laboratory, Upton, 11973, NY, United States","Department of Nonproliferation and National Security, Brookhaven National Laboratory, Upton, 11973, NY, United States",3712
"Department of Non-proliferation and National Security, Brookhaven National Laboratory, Upton, NY 11793-5000, United States","Department of Nonproliferation and National Security, Brookhaven National Laboratory, Upton, 11973, NY, United States",3712
"Department of Nuclear Engineering, University of Tennessee, Knoxville, 37996, TN, United States","Department of Nuclear Engineering, University of Tennessee, Knoxville, 37996, TN, United States",3713
"Department of Physics and Astronomy, Cardiff University, Cardiff CF24 3YB, United Kingdom","Department of Physics and Astronomy, Cardiff University, Cardiff CF24 3YB, United Kingdom",3714
"Department of Physics and Astronomy, Clemson University, Clemson, 29634-0978, SC, United States","Department of Physics and Astronomy, Clemson University, Clemson, 29634-0978, SC, United States",3715
"Department of Physics and Astronomy, Louisiana State University, Baton Rouge, 70803, LA, United States, Center for Computation and Technology, Louisiana State University, Baton Rouge, 70803, LA, United States","Department of Physics and Astronomy, Louisiana State University, Baton Rouge, 70803, LA, United States, Center for Computation and Technology, Louisiana State University, Baton Rouge, 70803, LA, United States",3716
"Department of Physics and Astronomy, the Mitchell Institute for Fundamental Physics and Astronomy, Texas A& M University, College Station, 77843, TX, United States","Department of Physics and Astronomy, Mitchell Institute for Fundamental Physics and Astronomy, Texas A and M University, College Station, 77843, TX, United States",3717
"Department of Physics and Astronomy, Mitchell Institute for Fundamental Physics and Astronomy, Texas A and M University, College Station, 77843, TX, United States","Department of Physics and Astronomy, Mitchell Institute for Fundamental Physics and Astronomy, Texas A and M University, College Station, 77843, TX, United States",3717
"Department of Physics and Astronomy, University of Toledo, Toledo, OH, United States","Department of Physics and Astronomy, University of Toledo, Toledo, OH, United States",3718
"Department of Physics and Astronomy, The University of Toledo, Toledo, OH 43606, United States","Department of Physics and Astronomy, University of Toledo, Toledo, OH, United States",3718
"Department of Physics and Astronomy, University of Tennessee, Knoxville, 37996, TN, United States, Materials Science and Technology Division, Oak Ridge National Laboratory, Oak Ridge, 37831, TN, United States","Department of Physics and Astronomy, University of Tennessee, Knoxville, 37996, TN, United States, Materials Science and Technology Division, Oak Ridge National Laboratory, Oak Ridge, 37831, TN, United States",3719
"Department of Physics and Engineering Physics, Tulane University, New Orleans, LA 70118, United States","Department of Physics and Engineering Physics, Tulane University, New Orleans, LA 70118, United States",3720
"Department of Physics and Materials Science, City University of Hong Kong, Kowloon, Hong Kong","Department of Physics and Materials Science, City University of Hong Kong, Kowloon, Hong Kong",3721
"Department of Physics and Technology, University of Bergen, N 5007 Bergen, Norway, Rutherford Appleton Laboratory, Chilton, Didcot, United Kingdom","Department of Physics and Technology, University of Bergen, N 5007 Bergen, Norway, Rutherford Appleton Laboratory, Chilton, Didcot, United Kingdom",3722
"Department of Physics, 104 Davey Lab, Pennsylvania State University, University Park, 16802, PA, United States","Department of Physics, 104 Davey Lab, Pennsylvania State University, University Park, 16802, PA, United States",3723
"Department of Physics, Applied Physics and Astronomy, Center for Materials, Devices, Integrated Systems, Rensselaer Polytechnic Institute, 110 8th Street, Troy, 12180-3950, NY, United States","Department of Physics, Applied Physics and Astronomy, Center for Materials, Devices, Integrated Systems, Rensselaer Polytechnic Institute, 110 8th Street, Troy, 12180-3950, NY, United States",3724
"Department of Physics, Binghamton University, Binghamton, 13902, NY, United States","Department of Physics, Binghamton University, Binghamton, 13902, NY, United States",3725
"Department of Physics, Boston College, Chestnut Hill, MA 02467, 140 Commonwealth Avenue, United States","Department of Physics, Boston College, Chestnut Hill, MA 02467, 140 Commonwealth Avenue, United States",3726
"Department of Physics, Boston University, Boston, MA, United States","Department of Physics, Boston University, Boston, MA, United States",3727
"Department of Physics, Northeastern University, Boston, MA, United States","Department of Physics, Boston University, Boston, MA, United States",3727
"Department of Physics, Center for 1D/2D Quantum Materials, Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong","Department of Physics, Center for 1D/2D Quantum Materials, Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong",3728
"Department of Physics, Chemistry and Biology (IFM), Link?ping University, Link?ping, 58183, Sweden","Department of Physics, Chemistry and Biology (IFM), Link?ping University, Link?ping, 58183, Sweden",3729
"Department of Physics, Chemistry and Biology (IFM), Link?ping University, Link?ping, SE-581 83, Sweden","Department of Physics, Chemistry and Biology (IFM), Link?ping University, Link?ping, 58183, Sweden",3729
"Department of Physics, Colorado School of Mines, Golden, CO 80401, 1523 Illinois Street, United States","Department of Physics, Colorado School of Mines, Golden, CO 80401, 1523 Illinois Street, United States",3730
"Department of Physics, Department of Materials Science and Engineering, North Carolina State University, Raleigh, NC 27695-8202, United States","Department of Physics, Department of Materials Science and Engineering, North Carolina State University, Raleigh, NC 27695-8202, United States",3731
"Department of Physics, Jackson State University, Jackson, MS 39217, United States","Department of Physics, Jackson State University, Jackson, MS 39217, United States",3732
"Department of Physics, Karadeniz Technical University, 61080 Trabzon, Turkey","Department of Physics, Karadeniz Technical University, 61080 Trabzon, Turkey",3733
"Department of Physics, Materials Research Laboratory, Pennsylvania State University, University Park, PA 16802, United States","Department of Physics, Materials Research Laboratory, Pennsylvania State University, University Park, PA 16802, United States",3734
"Department of Physics, McGill University, Montréal, H3A 2T8, QC, Canada","Department of Physics, McGill University, Montréal, H3A 2T8, QC, Canada",3735
"Department of Physics, North Dakota State University, Fargo, 58108, ND, United States","Department of Physics, North Dakota State University, Fargo, 58108, ND, United States",3736
"Department of Physics, Oklahoma State University, Stillwater, 74078-3072, OK, United States","Department of Physics, Oklahoma State University, Stillwater, 74078-3072, OK, United States",3737
"Department of Physics, UMBC, Baltimore, 21250, MD, United States","Department of Physics, UMBC, Baltimore, 21250, MD, United States",3738
"Department of Physics, University of Northern Iowa, 215 Begeman Hall, Cedar Falls, 50614-0150, IA, United States","Department of Physics, University of Northern Iowa, 215 Begeman Hall, Cedar Falls, 50614-0150, IA, United States",3739
"Department of Physics, University of Utah, Salt Lake City, 84112, UT, United States","Department of Physics, University of Utah, Salt Lake City, 84112, UT, United States",3740
"Department of Plant Sciences, Faculty of Biological Sciences, Quaid-i-Azam University, Islamabad, 45320, Pakistan","Department of Plant Sciences, Faculty of Biological Sciences, Quaid-i-Azam University, Islamabad, 45320, Pakistan",3741
"Department of Polymer Science and Engineering, School of Chemistry and Chemical Engineering, Nanjing University, Nanjing, 210093, China","Department of Polymer Science and Engineering, School of Chemistry and Chemical Engineering, Nanjing University, Nanjing, 210093, China",3742
"Department of Radiological Sciences, University of California, Irvine, CA 92697, United States","Department of Radiological Sciences, University of California, Irvine, CA 92697, United States",3743
"Department of Systems Science and Industrial Engineering, State University of New York at Binghamton, Binghamton, 13902, NY, United States","Department of Systems Science and Industrial Engineering, State University of New York at Binghamton, Binghamton, 13902, NY, United States",3744
"Dept. of Chem. Eng. and Mat. Science, University of Minnesota, Minneapolis, MN 55455, United States","Dept. of Chem. Eng. and Mat. Science, University of Minnesota, Minneapolis, MN 55455, United States",3745
"Dept. of Elec. Eng.-Electrophysics, University of Southern California, Los Angeles, CA 90089-0483, United States","Dept. of Elec. Eng./Electrophysics, University of Southern California, Los Angeles, CA 90089, United States",3746
"Dept. of Elec. Eng./Electrophysics, University of Southern California, Los Angeles, CA 90089, United States","Dept. of Elec. Eng./Electrophysics, University of Southern California, Los Angeles, CA 90089, United States",3746
"Dept. of Mat. Sci. and Engineering, Kwangju Inst. of Sci. and Technology, Kwangju 500-712, South Korea","Dept. of Mat. Sci. and Engineering, Kwangju Inst. of Sci. and Technology, Kwangju 500-712, South Korea",3747
"Dept. of Mat. Sci. and Engineering, University of Florida, Gainesville, FL 32611, United States, Electrochemical Society","Dept. of Mat. Sci. and Engineering, University of Florida, Gainesville, FL 32611, United States, Electrochemical Society",3748
"Digirad Corporation, Poway, CA 92064, 13950 Stowe Drive, United States","Digirad Corporation, Poway, CA 92064, 13950 Stowe Drive, United States",3749
"DILAS Diode Laser Inc., Tucson, AZ 85747, 9070 South Rita Road, United States","DILAS Diode Laser Inc., Tucson, AZ 85747, 9070 South Rita Road, United States",3750
"Division of Industrial Metrology, Korea Research Institute of Standards and Science, Daejeon, 305-340, South Korea","Division of Industrial Metrology, Korea Research Institute of Standards and Science, Daejeon, 305-340, South Korea",3751
"Electrical and Computer Engineering Department, University of California, Los Angeles, CA, United States","Electrical and Computer Engineering Department, University of California, Los Angeles, CA, United States",3752
"Electrical and Microelectronic Engineering Department, Rochester Institute of Technology, Rochester, 14623, NY, United States","Electrical and Microelectronic Engineering Department, Rochester Institute of Technology, Rochester, 14623, NY, United States",3753
"Electrical Engineering Department, University at Buffalo, Buffalo, 14260, NY, United States","Electrical Engineering Department, University at Buffalo, Buffalo, NY 14260, United States",3754
"Electrical Engineering Department, University at Buffalo, Buffalo, NY 14260, United States","Electrical Engineering Department, University at Buffalo, Buffalo, NY 14260, United States",3754
"Electron Physics Laboratory, Department of Electrical and Computer Engineering, The University of Michigan, Ann Arbor, MI 48109, United States","Electron Physics Laboratory, Department of Electrical and Computer Engineering, The University of Michigan, Ann Arbor, MI 48109, United States",3755
"EMC Laboratory, Missouri University of Science and Technology, Rolla, 65409, MO, United States","EMC Laboratory, Missouri University of Science and Technology, Rolla, 65409, MO, United States",3756
"EMCORE Research Lab, Somerset, United States","EMCORE Research Lab, Somerset, United States",3757
"EPIR Technologies Inc., Bolingbrook, IL 60440, United States","EPIR Technologies Inc., Bolingbrook, IL 60440, United States",3758
"EPIR Technologies Inc., Bolingbrook, 60440, IL, United States","EPIR Technologies Inc., Bolingbrook, IL 60440, United States",3758
"Epitaxx, Inc., Princeton, NJ 08540, United States","Epitaxx, Inc., Princeton, NJ 08540, United States",3759
"Experimental Physics Department, University of Torino, Italy","Experimental Physics Department, University of Torino, Italy",3760
"Experimentelle Physik 2, Technische Universit?t Dortmund, Dortmund, 44227, Germany","Experimentelle Physik 2, Technische Universit?t Dortmund, Dortmund, 44227, Germany",3761
"Experimentelle Physik 2, Technische Universit?t Dortmund, Dortmund, 44221, Germany","Experimentelle Physik 2, Technische Universit?t Dortmund, Dortmund, 44227, Germany",3761
"Experimentelle Physik 2, Technische Universit?t Dortmund, Dortmund, D-44221, Germany","Experimentelle Physik 2, Technische Universit?t Dortmund, Dortmund, 44227, Germany",3761
"Fairchild Semiconductor, Mountaintop, PA 18707, 125 Crestwood Road, United States","Fairchild Semiconductor, Mountaintop, PA 18707, 125 Crestwood Road, United States",3762
"Fermionics Corporation, Simi Valley, CA 93063, United States","Fermionics Corporation, Simi Valley, CA 93063, United States",3763
"Florida State University, Center for Advanced Power Systems, Tallahassee, FL, United States","Florida State University, Center for Advanced Power Systems, Tallahassee, FL, United States",3764
